name;age;sex;marital-status;occupation;coord
Derrick Haley;54;Male;Married-civ-spouse;Prof-specialty;51.34113::3.28787
Taylor Brown;59;Female;Never-married;Exec-managerial;50.81566::3.97197
Charles Smith;38;Male;Divorced;Exec-managerial;51.14476::5.60743
Cody Kane;53;Male;Divorced;Other-service;50.74342::3.22348
Lindsay Hill;42;Female;Divorced;Exec-managerial;50.05918::4.97982
Joshua Hale;53;Male;Never-married;Exec-managerial;50.72173::4.86736
Elizabeth Wolfe;18;Female;Never-married;Other-service;50.83428::4.39707
Gregory Hayes;56;Male;Divorced;Sales;50.87681::4.40096
Jimmy Kelly;33;Male;Married-civ-spouse;Exec-managerial;50.65586::5.53672
Dennis Horne;43;Male;Married-civ-spouse;Craft-repair;50.45628::3.99797
Shawn Peterson;36;Male;Married-civ-spouse;Exec-managerial;50.74505::4.26596
Omar Mccoy;31;Male;Separated;Handlers-cleaners;51.29608::4.44447
Joseph Gonzales;33;Male;Married-civ-spouse;Craft-repair;50.71748::4.60861
Thomas Miller;46;Male;Married-civ-spouse;Tech-support;51.10181::3.63132
Alicia Miller;31;Female;Married-civ-spouse;Machine-op-inspct;50.66574::5.52003
Nichole Richardson;41;Female;Divorced;Handlers-cleaners;50.77437::3.41241
Rebecca Garcia;28;Female;Married-civ-spouse;Machine-op-inspct;50.98824::3.33630
Jeremy Rogers;35;Male;Married-civ-spouse;Craft-repair;50.80551::4.43841
Lori Hernandez;28;Female;Married-spouse-absent;Adm-clerical;50.92768::4.69828
Jeffrey Chavez;42;Male;Married-civ-spouse;Exec-managerial;50.94242::3.14718
Kevin Cortez;47;Male;Married-civ-spouse;Protective-serv;51.15181::4.13958
Bethany Joseph;63;Female;Widowed;Prof-specialty;50.63103::5.46525
Glenda Villanueva;39;Female;Divorced;Handlers-cleaners;50.99713::4.75170
Emily Owen;23;Female;Never-married;Tech-support;51.03305::3.72930
Luis Garcia;41;Male;Married-civ-spouse;Sales;50.47139::4.28537
Zachary Taylor;31;Male;Never-married;Prof-specialty;51.21438::2.90255
Kyle Smith;52;Male;Married-civ-spouse;Machine-op-inspct;50.89929::2.86364
Christian Sawyer;62;Male;Married-civ-spouse;Sales;51.12415::5.07248
Daniel Yoder;48;Male;Married-civ-spouse;Tech-support;50.72045::5.33454
Paul Cooper;18;Male;Never-married;Other-service;51.06588::4.24409
Michelle Becker;46;Female;Divorced;Sales;50.80649::4.33022
Valerie French;29;Female;Divorced;Handlers-cleaners;50.94192::4.05321
Jay Kerr;44;Male;Never-married;Handlers-cleaners;51.22699::4.45337
Ryan Thomas;47;Male;Married-civ-spouse;Handlers-cleaners;50.39019::3.87682
Terri Eaton;60;Female;Widowed;Machine-op-inspct;51.31767::4.52241
Scott Brewer;24;Male;Never-married;Sales;50.66749::6.11410
Nathan Burton;61;Male;Married-civ-spouse;Prof-specialty;51.06001::3.71755
Melinda Craig;34;Female;Never-married;Sales;50.88044::3.74353
Charles Davis;30;Male;Married-civ-spouse;Exec-managerial;51.14503::3.95150
Bryan Mooney;36;Male;Never-married;Prof-specialty;50.64717::4.31661
Danielle Todd;45;Female;Divorced;Adm-clerical;50.42571::4.44204
Bruce Carroll;45;Male;Married-civ-spouse;Exec-managerial;51.07132::3.50703
Mitchell Quinn;47;Male;Never-married;Prof-specialty;51.21017::4.41337
Kathleen George;37;Female;Married-civ-spouse;Prof-specialty;51.21948::3.21963
Rhonda Hernandez;35;Female;Divorced;Tech-support;51.12378::4.11325
Jason Grimes III;23;Male;Never-married;Other-service;51.23593::5.12115
Kimberly Miller;34;Female;Never-married;Machine-op-inspct;50.85442::4.31909
William Olson;27;Male;Never-married;Craft-repair;51.02535::4.00764
Jeremy Atkinson;44;Male;Married-civ-spouse;Craft-repair;51.15150::2.75334
Fernando Pace;44;Male;Never-married;Prof-specialty;50.40477::4.94393
Erica Wells DVM;20;Female;Never-married;Transport-moving;51.21865::4.32190
Michael Daniels;30;Male;Never-married;Craft-repair;50.92219::4.42835
Matthew Madden MD;33;Male;Married-civ-spouse;Machine-op-inspct;51.22108::2.95702
Scott Montgomery;28;Male;Never-married;Craft-repair;50.63755::3.77086
Angelica Hayes;35;Female;Divorced;Sales;50.43739::4.52772
Shawn Carrillo;41;Male;Divorced;Craft-repair;50.64579::5.54746
Michael Carter;33;Male;Never-married;Adm-clerical;51.13221::3.02824
Donna Evans;33;Female;Divorced;Adm-clerical;51.06645::4.98403
Adriana Carter;36;Female;Widowed;Other-service;50.83694::4.38812
Jon Mitchell;25;Male;Married-civ-spouse;Sales;50.61290::4.13490
Lauren Deleon;19;Female;Never-married;Other-service;50.29431::5.10675
Sharon Russell;53;Female;Married-civ-spouse;Prof-specialty;50.16253::4.83263
Omar Lopez DDS;35;Male;Married-civ-spouse;Machine-op-inspct;51.05506::3.73186
William Nichols;40;Male;Married-civ-spouse;Sales;50.81590::4.38443
Robert Aguilar;27;Male;Never-married;Prof-specialty;51.07041::3.71648
Anthony Mendoza;50;Male;Divorced;Transport-moving;51.39073::4.75338
Adam Vasquez;33;Male;Married-civ-spouse;Transport-moving;50.79222::4.36508
Jeffrey Lee;36;Male;Divorced;Farming-fishing;50.81362::4.33766
Juan Mitchell;48;Male;Divorced;Other-service;50.75877::4.27884
Michelle Meadows;48;Female;Divorced;Transport-moving;51.20148::3.24288
Eric Munoz;43;Male;Divorced;Sales;50.75416::5.08924
Terry Villegas;76;Male;Divorced;Transport-moving;50.47681::5.86305
Lindsey Frazier;23;Female;Never-married;Other-service;51.19317::4.17466
Maria Ross;29;Female;Never-married;Prof-specialty;50.77374::5.12768
Lisa Herring MD;57;Female;Divorced;Other-service;51.00667::5.49208
Craig Stephens;62;Male;Married-civ-spouse;Craft-repair;50.45110::5.17011
Julian Warren;26;Male;Never-married;Adm-clerical;50.25965::6.11465
Samantha Price;42;Female;Divorced;Prof-specialty;50.87481::4.67537
Kaitlyn Scott;36;Female;Married-civ-spouse;Prof-specialty;50.51568::5.93187
Thomas Cuevas;43;Male;Married-civ-spouse;Exec-managerial;50.64427::3.34403
Robert Briggs;28;Male;Never-married;Adm-clerical;51.22289::4.42302
George Hoover;33;Male;Divorced;Craft-repair;50.90282::4.76496
Brooke Reed;48;Female;Never-married;Sales;50.85019::3.30113
Rachel Newman;32;Female;Married-AF-spouse;Prof-specialty;50.93013::3.80112
Sherri Wood;30;Female;Never-married;Sales;51.31597::3.30451
Kimberly Mcintyre;18;Female;Never-married;Adm-clerical;50.77008::4.24708
Anthony Gregory;58;Male;Married-civ-spouse;Sales;51.09779::2.58149
Daisy Snyder;25;Female;Never-married;Prof-specialty;51.17664::4.43339
Sean Scott;39;Male;Married-civ-spouse;Exec-managerial;51.20181::3.23544
William Smith;39;Male;Married-civ-spouse;Farming-fishing;51.07891::4.72638
April Welch;18;Female;Never-married;Adm-clerical;50.74887::4.52645
Melinda Hill;55;Female;Divorced;Sales;50.84743::4.34825
Antonio Madden;26;Male;Married-civ-spouse;Tech-support;50.72664::5.35794
Joel Hernandez;19;Male;Never-married;Farming-fishing;51.11843::4.18649
Jason Rivera;21;Male;Never-married;Craft-repair;50.88557::3.43414
Brian Collins;36;Male;Never-married;Exec-managerial;51.19864::4.41615
Rebecca Benitez;40;Female;Divorced;Handlers-cleaners;50.38140::4.36894
Daniel Williams;35;Male;Married-civ-spouse;Tech-support;50.96557::5.69655
Jason Padilla;31;Male;Never-married;Other-service;51.12722::4.89740
Gene Gonzalez;45;Male;Widowed;Farming-fishing;51.31562::3.12796
Jillian Moore;52;Female;Divorced;Exec-managerial;50.91980::3.86274
Brittney Yates;23;Female;Never-married;Sales;51.15964::4.89108
Nicole Ruiz;29;Female;Separated;Other-service;50.63973::5.58194
Robert Stewart;42;Male;Married-civ-spouse;Transport-moving;50.79977::3.12203
Sydney Dean;61;Female;Divorced;Adm-clerical;50.62777::5.56792
Cheryl Acosta;58;Female;Separated;Other-service;50.86312::5.55107
Emily Cruz;47;Female;Never-married;Sales;50.81188::4.42332
Mason Rocha;31;Male;Never-married;Adm-clerical;50.82107::4.34471
Rick Ramirez;53;Male;Married-civ-spouse;Prof-specialty;51.00260::4.50968
Gina Roth;34;Female;Divorced;Adm-clerical;50.84682::4.40581
Nicholas Garcia;62;Male;Divorced;Prof-specialty;50.47179::4.18138
Michelle Shannon;23;Female;Never-married;Prof-specialty;51.20394::3.35879
Jenna Davis;47;Female;Never-married;Prof-specialty;51.21144::3.24568
Omar Riddle;59;Male;Married-civ-spouse;Farming-fishing;51.19961::4.44533
Terri Mueller;17;Female;Never-married;Craft-repair;51.13014::3.48504
Janice Holt;40;Female;Divorced;Prof-specialty;50.99099::3.14270
Edward Williams;38;Male;Married-civ-spouse;Craft-repair;51.02593::3.66906
Michael Martinez;45;Male;Divorced;Craft-repair;50.84842::4.37095
Larry Martinez;46;Male;Married-civ-spouse;Craft-repair;51.07084::4.52331
William Nelson;57;Male;Married-civ-spouse;Other-service;50.98791::4.83287
Wesley Miller;22;Male;Never-married;Adm-clerical;50.87013::4.84668
Anthony Pennington;30;Male;Married-civ-spouse;Tech-support;51.31923::5.08290
Stephen Mcdowell;42;Male;Married-civ-spouse;Other-service;50.90973::4.30583
Casey Curtis;32;Male;Married-civ-spouse;Transport-moving;50.84485::4.27285
Robert Campos;40;Male;Never-married;Craft-repair;51.20680::4.46888
Donald Guerra;50;Male;Married-civ-spouse;Tech-support;50.75830::3.22448
Larry Walker;45;Male;Married-civ-spouse;Exec-managerial;51.06054::3.74208
Samuel Walker;38;Male;Separated;Handlers-cleaners;50.40937::4.39209
Benjamin Diaz;29;Male;Married-civ-spouse;Exec-managerial;50.57467::4.06380
Daniel Cooper;31;Male;Married-civ-spouse;Sales;50.90959::3.63636
Rebekah Gentry;31;Female;Separated;Other-service;51.03033::4.09474
Charles Stephens;49;Male;Married-civ-spouse;Farming-fishing;51.06946::3.69329
Matthew Robinson;46;Male;Married-civ-spouse;Craft-repair;51.27343::3.03798
Jimmy Mack;55;Male;Married-civ-spouse;Transport-moving;50.82923::3.28255
Rodney Silva;82;Male;Divorced;Exec-managerial;50.10059::5.00793
Samuel Meadows;45;Male;Married-civ-spouse;Tech-support;51.02681::3.73209
Wayne Peters;41;Male;Married-civ-spouse;Exec-managerial;50.63682::5.59384
Alexander Jackson;21;Male;Never-married;Machine-op-inspct;49.86362::5.45884
Mary Martinez;19;Female;Never-married;Sales;51.22964::2.94130
Dr. Travis Green;41;Male;Separated;Handlers-cleaners;50.64338::5.32191
Zachary Bates;40;Male;Divorced;Craft-repair;51.06832::3.68953
Devin Garcia;44;Male;Separated;Machine-op-inspct;51.16155::4.41954
Gary Gutierrez;21;Male;Never-married;Other-service;51.06549::4.98926
Bruce Diaz;39;Male;Married-civ-spouse;Exec-managerial;49.59313::5.82311
David Conrad;63;Male;Married-civ-spouse;Transport-moving;51.01722::4.09170
Timothy Smith;53;Male;Married-spouse-absent;Transport-moving;50.98475::3.52779
Patricia Rogers;19;Female;Married-AF-spouse;Handlers-cleaners;51.07207::3.80036
Melissa Fisher;45;Female;Never-married;Exec-managerial;50.85176::4.19989
Nicholas Rowe;52;Male;Divorced;Transport-moving;51.35111::4.65876
Robert Ortiz;17;Male;Never-married;Prof-specialty;51.07193::4.78470
Cody Williamson;35;Male;Married-civ-spouse;Machine-op-inspct;51.13836::3.46630
Vanessa Wise;45;Female;Never-married;Sales;50.97901::5.06019
Mark Baker;46;Male;Never-married;Machine-op-inspct;50.55669::4.67634
Matthew Noble;50;Male;Married-civ-spouse;Sales;50.89034::3.35687
Melissa Hansen;25;Female;Never-married;Sales;51.40481::4.76405
Jared Klein;39;Male;Married-civ-spouse;Craft-repair;50.87408::4.33867
Michael Fox;51;Male;Married-civ-spouse;Exec-managerial;50.90852::4.34799
Mathew Cain;52;Male;Married-civ-spouse;Prof-specialty;51.03866::5.34255
Dylan Brown;48;Male;Married-civ-spouse;Prof-specialty;51.22974::2.96440
Andrew Clark;27;Male;Never-married;Handlers-cleaners;51.20264::4.39703
Eric Villanueva;30;Male;Never-married;Craft-repair;51.35840::4.86572
Todd Ayers;29;Male;Never-married;Farming-fishing;51.03847::3.74762
Shawn Fowler;53;Male;Married-civ-spouse;Craft-repair;51.28029::4.43269
Monique Dixon;26;Female;Never-married;Adm-clerical;50.82762::4.36989
Emily Jones;27;Female;Never-married;Other-service;51.09181::3.71584
Ian Martin;58;Male;Married-civ-spouse;Sales;51.08653::3.80333
Benjamin Lamb MD;19;Male;Never-married;Craft-repair;50.76175::3.48481
Douglas Ellis;22;Male;Never-married;Other-service;50.48989::4.88240
Olivia Morris;29;Female;Never-married;Exec-managerial;50.47517::4.21731
Michael Rivera;44;Male;Married-civ-spouse;Craft-repair;50.59274::3.48205
Mrs. Samantha Howard;55;Female;Divorced;Prof-specialty;51.02035::3.67317
Todd Contreras;36;Male;Married-civ-spouse;Exec-managerial;50.44513::4.63548
Marcus Castro;41;Male;Married-civ-spouse;Exec-managerial;51.17888::4.11065
Alyssa Webb;57;Female;Never-married;Other-service;51.13551::3.42043
Kevin Davila;34;Male;Never-married;Protective-serv;51.14246::4.63566
Randall Maxwell;80;Male;Married-civ-spouse;Farming-fishing;50.55024::4.68991
Anthony Barron;59;Male;Married-civ-spouse;Exec-managerial;50.62711::4.81483
Michael Wilson;58;Male;Married-civ-spouse;Other-service;50.71652::4.62132
Adrian Keller;51;Male;Married-civ-spouse;Adm-clerical;50.45786::4.84338
Steve Perez;34;Male;Divorced;Craft-repair;50.98220::3.52787
Mark Carter;45;Male;Married-civ-spouse;Craft-repair;50.69756::4.64843
David Williams;28;Male;Married-civ-spouse;Prof-specialty;50.85837::4.37884
Mark Mendoza;32;Male;Divorced;Exec-managerial;51.35322::3.28864
Tyler Lewis;44;Male;Married-civ-spouse;Prof-specialty;50.34590::4.71797
Nathan Young;23;Male;Never-married;Adm-clerical;51.10800::4.91498
Jon Dixon;33;Male;Never-married;Craft-repair;50.47568::3.80629
Richard Frazier;39;Male;Never-married;Prof-specialty;51.12827::4.58485
William Malone;26;Male;Never-married;Craft-repair;51.13985::4.54809
Ricky Brooks MD;39;Male;Married-civ-spouse;Transport-moving;51.12935::4.90086
Joshua Jones;35;Male;Divorced;Sales;50.57847::5.49543
Barbara Gonzalez;53;Female;Divorced;Exec-managerial;50.56977::4.76984
Roy Tanner;41;Male;Married-civ-spouse;Prof-specialty;50.41214::3.78366
Robert Aguilar;90;Male;Married-civ-spouse;Transport-moving;51.31782::4.95042
Robert Hart;44;Male;Married-civ-spouse;Farming-fishing;51.07391::3.73000
Jeffrey Carter;19;Male;Never-married;Craft-repair;50.97908::5.18238
Jack Wilson;81;Male;Married-civ-spouse;Farming-fishing;50.35583::4.86492
April Brewer;19;Female;Never-married;Other-service;51.09507::3.21370
Damon Rivera;40;Male;Married-civ-spouse;Adm-clerical;51.02096::4.49444
Debra Jones;28;Female;Divorced;Protective-serv;51.13048::2.67165
Jill Dixon;50;Female;Married-civ-spouse;Exec-managerial;51.10571::3.99155
Andrea Williams;51;Female;Separated;Exec-managerial;51.17771::5.17389
Mackenzie Schultz;54;Female;Married-civ-spouse;Adm-clerical;50.41709::4.33560
Connor Myers;37;Male;Married-civ-spouse;Exec-managerial;51.33390::4.37280
Jane Wilson;31;Female;Never-married;Other-service;51.34508::3.28606
Eric Bell;31;Male;Married-civ-spouse;Machine-op-inspct;50.97662::5.69622
Raymond Lin;38;Male;Married-civ-spouse;Craft-repair;50.83773::4.34449
Timothy Nelson;40;Male;Never-married;Prof-specialty;50.88707::3.34979
Ashley Jones;19;Female;Never-married;Adm-clerical;50.95771::3.60944
David Fleming;25;Male;Married-civ-spouse;Transport-moving;50.79810::4.97944
Samantha Bentley;19;Female;Never-married;Other-service;51.18440::4.37868
Brittney Smith;23;Female;Never-married;Sales;50.90020::4.31257
Mark Leach;30;Male;Married-civ-spouse;Sales;49.89899::5.52796
Randy Young;35;Male;Married-civ-spouse;Craft-repair;50.61673::3.45948
Dakota Green;35;Male;Married-civ-spouse;Exec-managerial;51.09878::4.36796
Patrick Lewis;32;Male;Separated;Prof-specialty;51.21972::4.13521
April Decker;52;Female;Divorced;Adm-clerical;51.35996::4.31001
Jo Heath;46;Female;Never-married;Exec-managerial;51.02619::3.12659
Brittany Fuentes;24;Female;Never-married;Adm-clerical;50.75428::5.57353
Robert Watson;44;Male;Never-married;Prof-specialty;50.06908::4.23926
Matthew Bowman;42;Male;Married-civ-spouse;Exec-managerial;51.10872::5.00781
Joshua Rubio;30;Male;Divorced;Sales;50.95555::4.53311
Erin Mendez;42;Female;Divorced;Adm-clerical;51.19186::5.15278
David Lopez;48;Male;Never-married;Prof-specialty;50.66641::5.04622
Aaron Rollins;22;Male;Never-married;Exec-managerial;50.77185::3.88093
Craig Stephens;47;Male;Married-civ-spouse;Prof-specialty;50.98259::4.51685
Michael Clark;65;Male;Married-civ-spouse;Machine-op-inspct;50.82566::4.49094
Nicholas Powell;45;Male;Divorced;Machine-op-inspct;50.85449::2.72913
Wesley Livingston;17;Male;Never-married;Farming-fishing;50.48826::4.16299
Todd Thompson;20;Male;Never-married;Other-service;50.79865::4.59503
William Perez;26;Male;Never-married;Sales;50.86114::5.33788
William Bailey;30;Male;Never-married;Sales;50.49516::5.09484
Guy Velasquez;44;Male;Married-civ-spouse;Sales;50.77051::5.02605
Maria Edwards;29;Female;Never-married;Prof-specialty;50.82899::3.60732
Michael Scott;18;Male;Never-married;Handlers-cleaners;51.23303::2.91878
Ronald Ramirez;52;Male;Separated;Other-service;50.85298::4.24574
Jeffrey Perez;30;Male;Divorced;Machine-op-inspct;50.83876::4.45051
Christopher Pierce;50;Male;Never-married;Protective-serv;50.39751::4.45139
Leah Roberson;45;Female;Divorced;Prof-specialty;50.40186::3.77270
Katherine Ortiz;58;Female;Divorced;Adm-clerical;50.60282::5.61700
Brandon Moreno;47;Male;Never-married;Machine-op-inspct;50.83383::4.39748
Tyler Duncan;64;Male;Widowed;Exec-managerial;50.83187::4.28330
Lori Barrett DDS;25;Female;Never-married;Prof-specialty;50.84950::4.03929
William Lawrence;42;Male;Divorced;Craft-repair;50.65332::5.59250
Justin Rodriguez;46;Male;Married-civ-spouse;Exec-managerial;50.43716::4.93027
Amy Thomas;22;Female;Never-married;Exec-managerial;51.31711::4.92744
Johnny Anderson;26;Male;Married-civ-spouse;Craft-repair;50.85353::4.37929
Allison Jordan;49;Female;Divorced;Adm-clerical;51.20373::3.48683
Mary Wilson;28;Female;Never-married;Exec-managerial;50.47486::3.95372
Robert Wilson;54;Male;Married-civ-spouse;Adm-clerical;51.00022::3.86999
Eric White;47;Male;Married-civ-spouse;Farming-fishing;50.84857::4.41216
Caitlin Miller;46;Female;Divorced;Sales;50.62775::5.57168
Anthony Carter;35;Male;Married-civ-spouse;Craft-repair;50.75414::3.97358
Justin Brown;57;Male;Widowed;Exec-managerial;50.80621::4.38630
Todd Lee;37;Male;Married-civ-spouse;Exec-managerial;50.82459::5.18253
Kimberly Johnson;54;Female;Widowed;Protective-serv;50.92234::5.22409
Dennis Armstrong;34;Male;Separated;Machine-op-inspct;50.62412::4.80207
Samantha Hurst;54;Female;Never-married;Adm-clerical;50.84580::4.26670
Daniel Johnson;49;Male;Married-civ-spouse;Sales;51.13701::5.53436
Jennifer Mcdonald;24;Female;Never-married;Adm-clerical;50.71115::3.25589
Angela Charles;18;Female;Never-married;Other-service;50.72719::3.67938
Douglas Montoya;37;Male;Married-civ-spouse;Exec-managerial;50.61696::5.68557
Casey Jones;42;Male;Married-civ-spouse;Craft-repair;50.30086::5.36063
Valerie Chen;43;Female;Separated;Other-service;50.16794::4.40119
Julie Davis;20;Female;Never-married;Exec-managerial;51.09202::3.61418
Stephanie Wood;36;Female;Married-spouse-absent;Other-service;50.14065::4.29918
Carolyn Beasley;23;Female;Never-married;Adm-clerical;50.63680::5.52942
Bailey Burke;48;Female;Widowed;Adm-clerical;50.43249::3.92984
Molly Hooper;77;Female;Widowed;Exec-managerial;51.15451::4.98017
Kelly Sanchez;26;Female;Separated;Other-service;50.62063::5.48015
Robert Price;25;Male;Married-civ-spouse;Transport-moving;51.10940::3.69998
Edward Nolan;38;Male;Married-civ-spouse;Transport-moving;50.86588::4.21601
Sarah Kelly;25;Female;Never-married;Exec-managerial;50.64945::3.63568
Katie Lewis;36;Female;Separated;Adm-clerical;50.81200::4.33341
Alejandro Williams;51;Male;Married-civ-spouse;Exec-managerial;50.60714::5.66218
Samuel Anderson;33;Male;Never-married;Sales;50.81610::4.37028
Ray Martin;31;Male;Married-AF-spouse;Craft-repair;50.98650::3.68635
Evan Peters;33;Male;Married-civ-spouse;Machine-op-inspct;51.22945::2.92024
Jonathan Barry;24;Male;Never-married;Tech-support;51.11083::4.33022
Cindy Bradley;36;Female;Divorced;Prof-specialty;50.39164::3.79730
Chelsea Sanchez;26;Female;Never-married;Adm-clerical;50.47157::4.21468
Michael Fernandez;31;Male;Never-married;Protective-serv;50.87486::4.39589
Lawrence Martinez;33;Male;Married-civ-spouse;Exec-managerial;50.23681::4.50992
Michael Fitzpatrick;37;Male;Married-civ-spouse;Craft-repair;51.17695::4.19158
Cathy Mcclure;37;Female;Married-civ-spouse;Adm-clerical;50.05230::5.60331
Trevor Hughes;37;Male;Married-civ-spouse;Prof-specialty;50.73216::4.22348
Rachel Peterson;23;Female;Never-married;Adm-clerical;50.95382::5.27511
Diane Donaldson;26;Female;Never-married;Adm-clerical;50.87338::4.70507
Amanda Lewis;37;Female;Divorced;Exec-managerial;50.43965::4.43445
James Clark;22;Male;Never-married;Machine-op-inspct;51.12635::4.27212
Roberto Woods;49;Male;Married-civ-spouse;Craft-repair;50.90671::4.35217
Natalie Hopkins;53;Female;Divorced;Handlers-cleaners;50.67219::5.57660
Timothy Coleman;40;Male;Married-civ-spouse;Sales;51.12116::2.63548
Teresa Rollins;30;Female;Never-married;Sales;50.64659::5.63445
Daniel Ford PhD;59;Male;Divorced;Adm-clerical;50.94531::5.66895
Mark Jordan;49;Male;Divorced;Craft-repair;51.08834::5.60832
Cameron Mitchell;26;Male;Married-civ-spouse;Exec-managerial;50.97141::4.18364
Wayne Holloway;50;Male;Married-civ-spouse;Farming-fishing;51.22586::3.23393
Brian King;47;Male;Married-civ-spouse;Adm-clerical;50.45271::3.95346
Nicholas Sanchez MD;42;Male;Married-civ-spouse;Sales;50.79049::3.16403
Melinda Reynolds;24;Female;Never-married;Sales;51.34483::3.26064
Cynthia Lee;46;Female;Married-civ-spouse;Craft-repair;50.87361::4.07924
Kyle Francis;50;Male;Married-civ-spouse;Adm-clerical;50.96830::3.99339
Evelyn Buckley;18;Female;Never-married;Adm-clerical;51.03209::3.72625
Patrick Jensen;20;Male;Never-married;Machine-op-inspct;50.98976::5.69055
Jeremy Bauer;18;Male;Never-married;Farming-fishing;50.99880::4.84944
Jesse Hansen;41;Male;Never-married;Craft-repair;50.89462::3.33035
Bobby Higgins Jr.;62;Male;Married-civ-spouse;Prof-specialty;50.89458::3.33556
Michael Howard;36;Male;Married-civ-spouse;Transport-moving;50.93422::3.13335
Mark Powell;46;Male;Married-civ-spouse;Handlers-cleaners;50.85665::4.38315
Ronald Torres;48;Male;Divorced;Adm-clerical;50.81081::3.07746
Nicole Brown;52;Female;Divorced;Adm-clerical;50.92687::4.44605
Robert Prince;53;Male;Never-married;Transport-moving;50.82273::5.17553
Rachel Peters;31;Female;Never-married;Tech-support;51.05538::4.20492
Corey Russell;30;Male;Married-civ-spouse;Exec-managerial;50.48482::4.37571
Jared Klein;26;Male;Never-married;Handlers-cleaners;51.00662::4.88641
Donald Morgan;19;Male;Never-married;Other-service;51.16828::4.15248
Seth Webster;20;Male;Never-married;Craft-repair;51.06403::4.42982
Brianna Day;35;Female;Never-married;Exec-managerial;51.08400::5.39883
Matthew Bauer;24;Male;Never-married;Sales;51.21561::4.43404
Alexandra Hurley;22;Female;Never-married;Prof-specialty;51.04964::4.21120
Norma Maddox;40;Female;Never-married;Prof-specialty;50.50653::4.55170
Jesse Thompson;24;Male;Married-civ-spouse;Craft-repair;51.00899::3.60462
Maria Mendoza;34;Female;Separated;Adm-clerical;50.75695::5.07960
Frank Dickerson;24;Male;Married-civ-spouse;Prof-specialty;50.93813::3.10144
Michelle Lee;20;Female;Never-married;Other-service;51.22816::4.47861
Jesse Burke;46;Male;Married-civ-spouse;Sales;50.45180::4.26498
Donald Frazier;49;Male;Married-civ-spouse;Exec-managerial;50.42212::4.46288
Daniel Castro;37;Male;Married-civ-spouse;Tech-support;51.02714::5.48606
Michael Page;18;Male;Never-married;Prof-specialty;50.89316::4.54240
Steven Hall;38;Male;Married-civ-spouse;Craft-repair;50.63463::5.58338
Mary Robinson;21;Female;Married-civ-spouse;Sales;50.83633::4.31496
Heather Thompson;35;Female;Divorced;Sales;51.31893::4.87814
Brittany Smith;43;Female;Divorced;Adm-clerical;50.62430::6.05021
Phillip Wilson;61;Male;Married-civ-spouse;Exec-managerial;50.92380::3.23311
John Phillips;46;Male;Divorced;Craft-repair;51.32938::3.20651
Russell Chapman;39;Male;Never-married;Exec-managerial;51.31190::4.44606
Colin Blair;29;Male;Married-civ-spouse;Exec-managerial;51.09861::4.49738
Linda King;58;Female;Divorced;Adm-clerical;50.83719::4.02307
Shelby Cisneros;47;Female;Divorced;Exec-managerial;50.81181::3.16094
James Curtis;35;Male;Never-married;Handlers-cleaners;50.33674::4.30543
Carlos Moran;37;Male;Married-civ-spouse;Exec-managerial;50.61099::4.13202
William Bernard;28;Male;Married-civ-spouse;Sales;51.00868::3.84036
James Garcia;26;Male;Married-civ-spouse;Tech-support;50.84239::3.26667
William Coleman MD;36;Male;Divorced;Craft-repair;50.40105::4.44869
Jason Bryant;49;Male;Married-civ-spouse;Exec-managerial;50.87857::4.04926
Chad Smith;23;Male;Never-married;Adm-clerical;51.00827::3.47646
Morgan Davis;40;Female;Divorced;Prof-specialty;50.89868::2.88197
Rachel Rhodes;37;Female;Never-married;Adm-clerical;50.84195::5.42665
Susan Valentine;20;Female;Never-married;Other-service;51.22781::3.23206
Benjamin Navarro;38;Male;Married-civ-spouse;Craft-repair;50.71443::3.82602
Darlene Moreno;58;Female;Divorced;Adm-clerical;50.87832::5.09590
Richard Young;28;Male;Never-married;Machine-op-inspct;50.99708::5.52444
Anne Levine;30;Female;Married-civ-spouse;Prof-specialty;50.64480::5.57225
Debra Copeland;29;Female;Married-civ-spouse;Tech-support;50.76571::4.49001
Daniel Thompson;52;Male;Married-civ-spouse;Prof-specialty;50.50614::3.93590
Jonathan Lynn;26;Male;Married-civ-spouse;Craft-repair;51.18651::4.44695
Ashley Mann;39;Female;Divorced;Other-service;50.66159::5.96245
Leah Bond;40;Female;Divorced;Exec-managerial;50.27328::5.09006
Stephen Underwood;51;Male;Married-civ-spouse;Farming-fishing;50.97816::3.54555
Lauren Barber;26;Female;Separated;Sales;50.39800::4.43502
Kimberly Hogan;64;Female;Widowed;Machine-op-inspct;50.08651::4.51936
Trevor Saunders;22;Male;Never-married;Adm-clerical;51.24208::5.09300
Michael Martinez;40;Male;Divorced;Machine-op-inspct;50.99897::3.85752
Sara Brown;31;Female;Widowed;Sales;51.22348::4.50997
Matthew Cruz;35;Male;Married-civ-spouse;Transport-moving;50.84714::4.66889
Danielle Bush;24;Female;Never-married;Transport-moving;50.80077::4.15185
Bobby Nelson;58;Male;Divorced;Tech-support;51.06427::4.04043
Andrew Mcpherson;83;Male;Widowed;Prof-specialty;50.48350::5.86300
Shawn Novak;45;Male;Married-civ-spouse;Sales;50.46054::4.22298
Scott Leblanc;47;Male;Divorced;Exec-managerial;50.85167::4.67212
Yvette Gonzales;28;Female;Divorced;Adm-clerical;50.54228::5.87740
Elizabeth Padilla;29;Female;Never-married;Adm-clerical;49.79669::5.07289
